"Velocity: Magnitude (m/s)","Pressure (Pa)","X (m)","Y (m)","Z (m)"
1.0015864761323372,1.408625785795117,0.5,0.18125000000000008,0.18125000000000008
0.99581177028165258,1.4080355680086971,0.5,0.19375000000000003,0.16875000000000007
0.9957801768584934,1.4080413003187779,0.5,0.19375000000000003,0.15625000000000011
0.99573820538846658,1.4078783718274774,0.5,0.10625000000000007,0.0062500000000000333
0.99574163950061034,1.407856275613161,0.5,0.11875000000000008,0.0062500000000000324
0.99574912720216502,1.4079157714068522,0.5,0.13125000000000009,0.0062500000000000333
0.9957610034464297,1.4079256626001437,0.5,0.1437500000000001,0.0062500000000000333
0.99573820538846691,1.4078783718282104,0.5,0.19375000000000006,0.093750000000000111
0.99574163950060979,1.4078562756132911,0.5,0.19375000000000003,0.0812500000000001
1.0015113502378798,1.4106722115819048,0.5,0.15625000000000011,0.0187500000000001
1.0015461693794239,1.4108826447886569,0.5,0.16875000000000007,0.0187500000000001
1.0015461693794241,1.4108826447886036,0.5,0.18125000000000008,0.031250000000000111
0.99574912720216491,1.4079157714068935,0.5,0.19375000000000003,0.068750000000000089
0.99576100344642904,1.4079256626003251,0.5,0.19375000000000006,0.056250000000000078
1.0015113502378801,1.4106722115819108,0.5,0.18125000000000008,0.043750000000000067
0.99574912720216502,1.4079157714068575,0.5,0.068750000000000089,0.0062500000000000324
0.99576100344642959,1.4079256626001397,0.5,0.056250000000000078,0.0062500000000000324
1.0015461693794236,1.4108826447887077,0.5,0.031250000000000111,0.0187500000000001
1.0015461693794239,1.410882644788708,0.5,0.0187500000000001,0.031250000000000111
1.0015113502378801,1.4106722115819328,0.5,0.043750000000000067,0.0187500000000001
1.0015113502378803,1.4106722115819159,0.5,0.0187500000000001,0.043750000000000067
0.99576100344642993,1.4079256626001306,0.5,0.0062500000000000333,0.056250000000000078
0.99574912720216524,1.4079157714068111,0.5,0.0062500000000000333,0.068750000000000089
0.99574163950061012,1.407856275613153,0.5,0.0812500000000001,0.0062500000000000324
0.9957382053884668,1.4078783718275401,0.5,0.093750000000000111,0.0062500000000000333
0.9957416395006099,1.4078562756131234,0.5,0.0062500000000000333,0.0812500000000001
0.9957382053884668,1.4078783718274821,0.5,0.0062500000000000333,0.093750000000000111
0.99578017685849307,1.4080413003198651,0.5,0.0062500000000000333,0.15625000000000011
0.99581177028165302,1.4080355680091177,0.5,0.031250000000000111,0.19375000000000003
1.0015864761323372,1.4086257857951725,0.5,0.0187500000000001,0.18125000000000008
0.99581177028165302,1.4080355680096373,0.5,0.0062500000000000333,0.16875000000000007
0.99578017685849329,1.4080413003200218,0.5,0.043750000000000067,0.19375000000000003
0.99573820538846702,1.4078783718282679,0.5,0.10625000000000007,0.19375000000000006
0.99574163950060968,1.4078562756141157,0.5,0.11875000000000008,0.19375000000000009
0.99574912720216502,1.4079157714076209,0.5,0.13125000000000009,0.19375000000000006
0.99576100344643026,1.4079256625992911,0.5,0.1437500000000001,0.19375000000000006
1.0015113502378803,1.4106722115818933,0.5,0.15625000000000011,0.18125000000000008
1.0015461693794241,1.4108826447886671,0.5,0.16875000000000007,0.18125000000000008
1.0015461693794245,1.410882644788547,0.5,0.18125000000000008,0.16875000000000007
1.0015113502378798,1.4106722115818213,0.5,0.18125000000000008,0.15625000000000011
0.99576100344643059,1.4079256625993308,0.5,0.19375000000000003,0.1437500000000001
0.99574912720216469,1.4079157714076331,0.5,0.19375000000000009,0.13125000000000009
0.99574163950061001,1.407856275614122,0.5,0.19375000000000006,0.11875000000000008
0.99573820538846691,1.407878371828327,0.5,0.19375000000000006,0.10625000000000007
1.00146614465769,1.4096763482915118,0.5,0.10625000000000007,0.0187500000000001
1.0014697033090105,1.409698000297124,0.5,0.11875000000000008,0.0187500000000001
1.0014772739757332,1.4096885980857181,0.5,0.13125000000000009,0.0187500000000001
1.0014897350760472,1.4099309287879682,0.5,0.1437500000000001,0.0187500000000001
1.0014661446576898,1.4096763482916475,0.5,0.18125000000000008,0.093750000000000111
1.0014697033090101,1.4096980002971948,0.5,0.18125000000000008,0.0812500000000001
1.0014772739757332,1.4096885980857732,0.5,0.18125000000000008,0.068750000000000089
1.0014635474308953,1.3896648513105827,0.5,0.16458333333333341,0.035416666666666763
1.0014897350760472,1.4099309287879571,0.5,0.18125000000000008,0.056250000000000078
1.0014772739757338,1.4096885980857528,0.5,0.068750000000000089,0.0187500000000001
1.0014897350760465,1.4099309287880075,0.5,0.056250000000000078,0.0187500000000001
1.0014635474308962,1.3896648513106065,0.5,0.035416666666666763,0.035416666666666763
1.0014897350760472,1.4099309287879676,0.5,0.0187500000000001,0.056250000000000078
1.0014772739757332,1.4096885980857696,0.5,0.0187500000000001,0.068750000000000089
1.0014697033090096,1.4096980002971837,0.5,0.0812500000000001,0.0187500000000001
1.00146614465769,1.4096763482915469,0.5,0.093750000000000111,0.0187500000000001
0.99576100344643004,1.4079256626001451,0.5,0.0062500000000000333,0.1437500000000001
0.99574912720216524,1.4079157714068418,0.5,0.0062500000000000333,0.13125000000000009
1.0014697033090101,1.4096980002971586,0.5,0.0187500000000001,0.0812500000000001
1.00146614465769,1.4096763482915728,0.5,0.0187500000000001,0.093750000000000111
0.9957382053884668,1.4078783718274563,0.5,0.0062500000000000333,0.10625000000000007
0.99574163950061034,1.4078562756131556,0.5,0.0062500000000000333,0.11875000000000008
1.0015113502378801,1.4106722115819428,0.5,0.0187500000000001,0.15625000000000011
1.0015461693794239,1.4108826447886438,0.5,0.031250000000000111,0.18125000000000008
1.0015461693794239,1.4108826447887235,0.5,0.0187500000000001,0.16875000000000007
0.9957491272021648,1.4079157714068971,0.5,0.068750000000000089,0.19375000000000003
0.99576100344642948,1.4079256626003429,0.5,0.056250000000000078,0.19375000000000003
1.0015113502378801,1.4106722115819061,0.5,0.043750000000000067,0.18125000000000008
0.99574163950060968,1.4078562756132347,0.5,0.0812500000000001,0.19375000000000003
0.99573820538846636,1.4078783718281185,0.5,0.093750000000000111,0.19375000000000006
1.0014661446576898,1.4096763482915879,0.5,0.10625000000000007,0.18125000000000008
1.0014697033090101,1.4096980002972441,0.5,0.11875000000000008,0.18125000000000008
1.0014772739757332,1.4096885980858183,0.5,0.13125000000000009,0.18125000000000008
1.0014897350760472,1.4099309287878046,0.5,0.1437500000000001,0.18125000000000008
1.0014635474308959,1.3896648513105758,0.5,0.16458333333333341,0.16458333333333341
1.001489735076047,1.409930928787817,0.5,0.18125000000000008,0.1437500000000001
1.0014772739757332,1.4096885980858387,0.5,0.18125000000000008,0.13125000000000009
1.0014697033090103,1.4096980002973012,0.5,0.18125000000000008,0.11875000000000008
1.00146614465769,1.4096763482916617,0.5,0.18125000000000008,0.10625000000000007
1.0014009044435463,1.3890226414849225,0.5,0.11250000000000009,0.0350000000000001
1.0014009044435461,1.38902264148497,0.5,0.16500000000000009,0.087500000000000092
1.0014161226087481,1.3890989264457829,0.5,0.13750000000000012,0.0350000000000001
1.0014161226087479,1.3890989264457889,0.5,0.16500000000000009,0.062500000000000069
1.0014161226087483,1.3890989264457476,0.5,0.062500000000000069,0.0350000000000001
1.0014161226087481,1.3890989264457732,0.5,0.0350000000000001,0.062500000000000069
1.0014009044435463,1.3890226414849314,0.5,0.087500000000000092,0.0350000000000001
1.0014897350760472,1.4099309287879487,0.5,0.0187500000000001,0.1437500000000001
1.0014772739757329,1.409688598085763,0.5,0.0187500000000001,0.13125000000000009
1.0014009044435459,1.3890226414849565,0.5,0.0350000000000001,0.087500000000000092
1.00146614465769,1.4096763482915624,0.5,0.0187500000000001,0.10625000000000007
1.0014697033090099,1.4096980002971562,0.5,0.0187500000000001,0.11875000000000008
1.0014772739757341,1.4096885980857365,0.5,0.068750000000000089,0.18125000000000008
1.001489735076047,1.4099309287879502,0.5,0.056250000000000078,0.18125000000000008
1.0014635474308959,1.38966485131058,0.5,0.035416666666666763,0.16458333333333341
1.0014697033090101,1.409698000297144,0.5,0.0812500000000001,0.18125000000000008
1.00146614465769,1.4096763482915839,0.5,0.093750000000000111,0.18125000000000008
1.0014009044435459,1.3890226414849918,0.5,0.11250000000000009,0.16500000000000009
1.0014161226087479,1.389098926445786,0.5,0.13750000000000012,0.16500000000000009
1.0014161226087481,1.3890989264457796,0.5,0.16500000000000009,0.13750000000000012
1.001400904443547,1.3890226414850126,0.5,0.16500000000000009,0.11250000000000009
1.0013969027220253,1.3540898313429079,0.5,0.12916666666666679,0.070833333333333401
1.0013969027220253,1.3540898313428449,0.5,0.070833333333333401,0.070833333333333401
1.0014009044435461,1.3890226414849598,0.5,0.0350000000000001,0.11250000000000009
1.0014161226087479,1.3890989264457667,0.5,0.062500000000000069,0.16500000000000009
1.0014161226087479,1.389098926445782,0.5,0.0350000000000001,0.13750000000000012
1.0014009044435461,1.3890226414849909,0.5,0.087500000000000092,0.16500000000000009
1.0013969027220251,1.3540898313429146,0.5,0.12916666666666679,0.12916666666666679
1.0013969027220251,1.3540898313429213,0.5,0.070833333333333401,0.12916666666666679
